companyName,industry,companyType,capital,ceoName,mainBusiness,Homage,affiliates,numberOfEmployees,establishmentDate,revenue,graduateSalary,hasFourInsurances,address
평화홀딩스,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
포스코DX,제강업,대기업,"4,824억 3백만원 (2024.12.31)",이희근,"국민연금, 건강보험, 고용보험, 산재보험",경북 포항시 남구 괴동동 1 포스코본사,포스코그룹 (주)포스코에이앤씨건축사사무소 (주)포스코와이드 포스코플로우(주) (주)엔투비 (주)포스코인터내셔널 (주)포스코엠텍 포스코홀딩스(주) 포스코스틸리온(주) (주)에스엔엔씨 (주)포스코경영연구원 (주)포스코이앤씨 (주)포스코퓨처엠 포스코기술투자(주) 우이신설경전철(주) (주)포스코디엑스 더보기,"18,167명",1968.03.25 (58년차),37조 5천억원 (2024.12.31),"제강,제철,합금철,코크스,연탄,석유제품,화학물질,화학제품,철강압연,비철금속압연,압출,연신제품 제조",http://www.posco.com,N/A
포스코스틸리온,"도금, 착색 및 기타 표면처리강재 제조업",대기업,300억원 (2024.12.31),천시열,"용융아연도금강판,용융알루미늄도금강판,칼라도장강판,냉연강판 가공,제조,도매",http://www.poscosteeleon.com,포스코그룹 (주)포스코에이앤씨건축사사무소 (주)포스코와이드 포스코플로우(주) (주)엔투비 (주)포스코인터내셔널 (주)포스코엠텍 포스코홀딩스(주) (주)에스엔엔씨 (주)포스코경영연구원 (주)포스코이앤씨 (주)포스코퓨처엠 포스코기술투자(주) 우이신설경전철(주) (주)포스코디엑스 (주)피엔알 더보기,417명 (2024.12.31),1988.02.15 (38년차),"1조 1,757억원 (2024.12.31)","4,100만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",경북 포항시 남구 장흥동 470 포스코스틸리온
포스코엠텍,그 외 기타 1차 철강 제조업,대기업,208억 2천만원 (2024.12.31),김진보,"국민연금, 건강보험, 고용보험, 산재보험",경북 포항시 남구 형산강북로 131 (효자동),포스코그룹 (주)포스코에이앤씨건축사사무소 (주)포스코와이드 포스코플로우(주) (주)엔투비 (주)포스코인터내셔널 포스코홀딩스(주) 포스코스틸리온(주) (주)에스엔엔씨 (주)포스코경영연구원 (주)포스코이앤씨 (주)포스코퓨처엠 포스코기술투자(주) 우이신설경전철(주) (주)포스코디엑스 (주)피엔알 더보기,"1,018명 (2024.12.31)",1973.12.27 (53년차),"3,466억 2천만원 (2024.12.31)","알미늄(페렛트,잉곳트,와이어),대강(철강띠) 포장재료,철강제품 가공,매매,무역/부동산 임대,엔지니어링",http://www.poscomtech.com,N/A
포스코인터내셔널,제강업,대기업,"4,824억 3백만원 (2024.12.31)",이희근,"국민연금, 건강보험, 고용보험, 산재보험",경북 포항시 남구 괴동동 1 포스코본사,포스코그룹 (주)포스코에이앤씨건축사사무소 (주)포스코와이드 포스코플로우(주) (주)엔투비 (주)포스코인터내셔널 (주)포스코엠텍 포스코홀딩스(주) 포스코스틸리온(주) (주)에스엔엔씨 (주)포스코경영연구원 (주)포스코이앤씨 (주)포스코퓨처엠 포스코기술투자(주) 더보기,"18,167명",1968.03.25 (58년차),37조 5천억원 (2024.12.31),"제강,제철,합금철,코크스,연탄,석유제품,화학물질,화학제품,철강압연,비철금속압연,압출,연신제품 제조",http://www.posco.com,N/A
포스코퓨처엠,전기·전자·제어,대기업,387억 3천만원 (2024.12.31),유병옥,"양극재, 음극재, 전구체, 내화물, 생석회 제조",http://www.poscofuturem.com,포스코그룹 (주)포스코에이앤씨건축사사무소 (주)포스코와이드 포스코플로우(주) (주)엔투비 (주)포스코인터내셔널 (주)포스코엠텍 포스코홀딩스(주) 포스코스틸리온(주) (주)에스엔엔씨 (주)포스코경영연구원 (주)포스코이앤씨 포스코기술투자(주) 우이신설경전철(주) (주)포스코디엑스 (주)피엔알 더보기,"2,816명",1971.05.13 (55년차),4조 7599억원,"6,000만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","경북 포항시 남구 신항로 110 (청림동, (주)포스코퓨처엠) 본사"
풀무원,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
풍산,"동 압연, 압출 및 연신제품 제조업",중견기업,"1,401억 2천만원 (2024.12.31)",류진/박우동,"동,동합금,알루미늄,알루미늄합금 제조,판매",http://www.poongsan.co.kr,풍산그룹 (주)피엔티 (주)풍산홀딩스 (주)풍산에프앤에스 (주)풍산화동양행 (주)풍산메탈서비스 풍산특수금속(주) (주)류홀딩스 (주)서창 (주)풍산디에이케이 (주)케이피머트리얼즈 (주)넥스포,"3,696명 (2024.12.31)",2008.07.04 (18년차),"3조 5,025억원 (2024.12.31)","4,450만원 상세보기","고용보험, 산재보험","서울 서대문구 충정로 23 (충정로3가, 풍산빌딩)"
풍산홀딩스,지주회사,중견기업,847억 4천만원 (2024.12.31),박우동,"국민연금, 건강보험, 고용보험, 산재보험",서울 중구 충정로1가 23 풍산빌딩 17층,풍산그룹 (주)피엔티 (주)풍산에프앤에스 (주)풍산화동양행 (주)풍산메탈서비스 (주)풍산 풍산특수금속(주) (주)류홀딩스 (주)서창 (주)풍산디에이케이 (주)케이피머트리얼즈 (주)넥스포,274명 (2024.12.31),1968.10.22 (58년차),"1,559억 5천만원 (2024.12.31)","자금,업무지원,시장조사,경영자문,컨설팅/동판제,대,관,봉,선,소전,동파이프 제조,도매,무역",http://www.poongsanhc.co.kr,N/A
프로텍,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
플레이그램,유기발광 표시장치 제조업,대기업,"1조 3,091억원 (2024.12.31)",이청,"첨단 디스플레이(OLED, QD, LCD) 제조업",http://www.samsungdisplay.com,삼성그룹 스테코(주) 삼성전자판매(주) 삼성벤처투자(주) 삼성전자로지텍(주) (주)시큐아이 (주)씨브이네트 (주)멀티캠퍼스 삼성생명서비스손해사정(주) (주)미라콤아이앤씨 세메스(주) 에스디플렉스(주) 삼성중공업(주) 삼성SDI(주) 삼성전자(주) 삼성전기(주) 삼성메디슨(주) 더보기,"21,366명 (2024.12.31)",2012.04.01 (14년차),25조 4천억원 (2024.12.31),"4,800만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",경기 용인시 기흥구 농서동 230 삼성디스플레이 본사
플레이디,유기발광 표시장치 제조업,대기업,"1조 3,091억원 (2024.12.31)",이청,"첨단 디스플레이(OLED, QD, LCD) 제조업",http://www.samsungdisplay.com,삼성그룹 스테코(주) 삼성전자판매(주) 삼성벤처투자(주) 삼성전자로지텍(주) (주)시큐아이 (주)씨브이네트 (주)멀티캠퍼스 삼성생명서비스손해사정(주) (주)미라콤아이앤씨 세메스(주) 에스디플렉스(주) 삼성중공업(주) 삼성SDI(주) 삼성전자(주) 삼성전기(주) 삼성메디슨(주) 더보기,"21,366명 (2024.12.31)",2012.04.01 (14년차),25조 4천억원 (2024.12.31),"4,800만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",경기 용인시 기흥구 농서동 230 삼성디스플레이 본사
플루토스,기타 금융 투자업,중소기업,326억 5천만원 (2024.12.31),엄원진,"국민연금, 건강보험, 고용보험, 산재보험","서울 강남구 테헤란로4길 14 (역삼동, 미림타워) 13층 리더스기술투자",N/A,9명 (2024.12.31),1986.11.27 (40년차),102억 8천만원 (2024.12.31),"중소기업창업자에 대한 투자,융자,경영상담",http://www.plutusinvestment.co.kr,N/A
피에스케이,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
피엔티,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
하나금융지주,지주회사,대기업,"1조 5,012억원 (2024.12.31)",함영주,금융지주회사,http://www.hanafn.com,하나금융그룹 (주)하나자산신탁 하나증권(주) 하나자산운용(주) 하나손해보험(주) (주)하나금융티아이 하나펀드서비스(주) (주)하나대체투자자산운용 하나캐피탈(주) (주)하나은행 하나생명보험(주) (주)하나저축은행 하나제삼호사모투자(자) (주)핀크 하나에프앤아이(주) (주)하나벤처스 더보기,"13,000명",2005.12.01 (21년차),2조 182억원 (2024.12.31),"2,950만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","서울 중구 을지로 55 (을지로2가, 하나은행별관빌딩) 하나금융그룹"
하나기술,그 외 기타 특수목적용 기계 제조업,중소기업,40억 8천만원 (2024.12.31),오태봉,2차전지양산자동화설비 제조,http://www.hn-tech.co.kr,N/A,322명 (2024.12.31),2003.03.18 (23년차),932억 6천만원 (2024.12.31),"3,635만원","국민연금, 건강보험, 고용보험, 산재보험",경기 용인시 처인구 남사면 전나무골길2번길 56-7 (북리) (주)하나기술
하나마이크론,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
하나머티리얼즈,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
하나생명보험,생명 보험업,대기업,"2,996억 2천만원 (2024.12.31)",남궁원,생명보험,http://www.hanalife.co.kr,하나금융그룹 (주)하나자산신탁 하나증권(주) 하나자산운용(주) 하나손해보험(주) (주)하나금융티아이 (주)하나금융지주 하나펀드서비스(주) (주)하나대체투자자산운용 하나캐피탈(주) (주)하나은행 (주)하나저축은행 하나제삼호사모투자(자) (주)핀크 하나에프앤아이(주) (주)하나벤처스 더보기,208명 (2024.12.31),1991.11.25 (35년차),"7,665억 4천만원 (2024.12.31)","3,000만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",서울 중구 을지로2가
하나은행,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
하나제약,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
하나증권,증권 중개업,대기업,"4,021억 6천만원 (2024.12.31)",강성묵,"증권(신탁,수익증권,유가증권 인수,매매,주식,선물,옵션매매,콜거래업무),투자회사/부동산 임대,전대",http://www.hanaw.com,하나금융그룹 (주)하나자산신탁 하나자산운용(주) 하나손해보험(주) (주)하나금융티아이 (주)하나금융지주 하나펀드서비스(주) (주)하나대체투자자산운용 하나캐피탈(주) (주)하나은행 하나생명보험(주) (주)하나저축은행 하나제삼호사모투자(자) (주)핀크 하나에프앤아이(주) (주)하나벤처스 더보기,"1,716명 (2024.12.31)",1977.02.14 (49년차),12조 3천억원 (2024.12.31),"4,600만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","서울 영등포구 의사당대로 82 (여의도동, 하나증권빌딩)"
하나카드,신용카드 및 할부금융업,대기업,"1조 3,300억원 (2024.12.31)",성영수,"신용카드,신용판매,신기술사업,할부금융",http://www.hanacard.co.kr,하나금융그룹 (주)하나자산신탁 하나증권(주) 하나자산운용(주) 하나손해보험(주) (주)하나금융티아이 (주)하나금융지주 하나펀드서비스(주) (주)하나대체투자자산운용 하나캐피탈(주) (주)하나은행 하나생명보험(주) (주)하나저축은행 하나제삼호사모투자(자) (주)핀크 하나에프앤아이(주) 더보기,739명 (2024.12.31),2014.09.01 (12년차),2조 628억원 (2024.12.31),"3,000만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","서울 중구 을지로 66 (을지로2가, 하나금융그룹명동사옥) 하나카드 명동사옥"
하나캐피탈,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
하나투어,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
하림,가금류 도축업,대기업,531억 4백만원 (2024.12.31),김홍국/정호석,도축(도계)/육가공품 제조,http://www.harim.com,하림그룹 농업회사법인(주)선진한마을 농업회사법인(주)주원산오리 (주)팜스코 농업회사법인(주)익산 (주)선진햄 (주)한강식품 (주)엔에스쇼핑 (주)올품 (주)에버미라클 (주)경우 (주)맥시칸 (주)하림지주 지포레(주) 농업회사법인(주)순우리 (주)싱그린에프에스 팬오션(주) (주)선진에프에스 더보기,"2,454명 (2024.12.31)",1986 (40년차),"1조 2,337억원 (2024.12.31)","3,700만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",전북 익산시 망성면 망성로 13-14 인사팀
하림지주,지주회사,대기업,112억 4천만원 (2024.12.31),김홍국,"지주사업/서적,잡지,신문 도소매/한식 음식점",http://www.harimholdings.com,하림그룹 농업회사법인(주)선진한마을 농업회사법인(주)주원산오리 (주)팜스코 농업회사법인(주)익산 (주)선진햄 (주)한강식품 (주)엔에스쇼핑 (주)올품 (주)에버미라클 (주)경우 (주)맥시칸 지포레(주) 농업회사법인(주)순우리 (주)싱그린에프에스 팬오션(주) (주)선진에프에스 (주)청운농업회사법인 더보기,62명 (2024.12.31),1950.04.01 (76년차),904억 7천만원 (2024.12.31),"3,600만원","국민연금, 건강보험, 고용보험, 산재보험",전북 익산시 중앙로 121 (마동) 하림지주
하이드로리튬,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
하이브,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
하이스틸,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
하이투자증권,증권 중개업,대기업,성무용,"투자매매,투자중개,집합투자,투자자문,투자일임,신탁",http://www.hi-ib.com,DGB금융지주그룹 아이엠에셋자산운용(주) (주)아이엠신용정보 (주)아이엠라이프생명보험 (주)아이엠뱅크 (주)아이엠유페이 (주)아이엠금융지주 (주)뉴지스탁 (주)아이엠데이터시스템 아이엠투자파트너스(주),N/A,850명,1989.10.28 (37년차),"4,000만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",서울 영등포구 여의도동 25-15,N/A
하이트진로,알코올음료 제조업,중견기업,"3,688억 4천만원 (2024.12.31)",김인규,"소주,맥주,포도주,진,위스키,생수 제조",http://www.hitejinro.com,하이트진로그룹 (주)진로소주 블루헤런(주) (주)연암 서영이앤티(주) 하이트진로홀딩스(주) 하이트진로산업(주) 수양물류(주) 하이트진로음료(주) (주)송정 (유)평암농산법인 (주)진백글로벌,"3,004명 (2024.12.31)",1954.01.01 (72년차),"2조 3,290억원 (2024.12.31)","3,771만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","서울 강남구 영동대로 714 (청담동, 하이트진로빌딩)"
한국가스공사,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
한국공항,기타 항공 운송지원 서비스업,대기업,158억 3천만원 (2024.12.31),이수근,"항공기 지상조업,항공화물 상하역,장비대여,항공용역사업,항공기급유,항공화물 취급,보관,부정기헬기운송,여행알선,광업,먹는샘물 제조,농축산업",http://www.kas.co.kr,한진그룹 토파스여행정보(주) (주)한국글로발로지스틱스시스템 태일캐터링(주) 포항항7부두운영(주) (주)항공종합서비스 (주)칼호텔네트워크 (주)싸이버스카이 아시아나세이버(주) 한진평택컨테이너터미널(주) 한진부산컨테이너터미널(주) 태일통상(주) (주)한진 아시아나항공(주) 아시아나에어포트(주) 더보기,"3,258명 (2024.12.31)",1968.02.20 (58년차),"5,625억 9천만원 (2024.12.31)","4,600만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",서울 강서구 방화동 499-1
한국금융지주,지주회사,대기업,"3,079억 2천만원 (2024.12.31)",김남구,"국민연금, 건강보험, 고용보험, 산재보험",서울 영등포구 여의도동 27-1 한국투자증권 8층,한국투자금융그룹 한국투자증권(주) 한국투자신탁운용(주) 한국투자밸류자산운용(주) 한국투자파트너스(주) (주)한국투자저축은행 한국투자글로벌제약산업육성사모투자전문회사 한국투자프라이빗에쿼티(주) 이큐파트너스제1호글로벌사모투자전문회사 우리성장파트너십신기술사모투자전문회사(자) 더보기,74명 (2024.12.31),2003.01.11 (23년차),"7,806억 6백만원 (2024.12.31)",금융지주회사,http://www.koreainvestment.com,N/A
한국내화,정형 내화 요업제품 제조업,중견기업,205억 3천만원 (2024.12.31),변성희,"내화벽돌,내화몰탈,축로등 제조,판매",http://www.fskrc.co.kr,후성그룹 후성정공(주) (주)한텍 유콘시스템(주) (주)트래닛 후성홀딩스(주) 퍼스텍(주) (주)후성 (주)한스 (주)오션스글로벌 일광이앤씨(주) 후성글로벌(주) 후성코퍼레이션(주),662명 (2024.12.31),1974.06.24 (52년차),"2,873억 2천만원 (2024.12.31)","5,450만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","충남 당진시 송산면 무수들길 370 (가곡리, 한국내화("
